case	log	first_owner_lane	evidence_ref	diagnostic_key	move_shape	first_missing_fact	notes
src/pr42544.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr42544.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr42544.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=rematerializable_immediate;destination_home_kind=stack_slot;source_type=i32;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/rematerializable_immediate_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr43560.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr43560.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr43560.c/case.log:6-22	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=2;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=ptr;destination_type=ptr;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr43835.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr43835.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr43835.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i64;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr47155.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr47155.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr47155.c/case.log:6-23	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=2;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=rematerializable_immediate;destination_home_kind=stack_slot;source_type=i32;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/rematerializable_immediate_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr47299.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr47299.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr47299.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr47337.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr47337.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr47337.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i64;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr48197.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr48197.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr48197.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr48717.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr48717.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr48717.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr49073.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr49073.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr49073.c/case.log:6-27	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=3;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i64;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr51023.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr51023.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr51023.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i64;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr51466.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr51466.c/case.log	prepared_module_target_shape_authority_gap	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr51466.c/case.log:6-22	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=2;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;destination_type=ptr;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	prepared_move_type_authority	Current prepared facts omit source or destination type detail required before RV64 can lower the move safely.
src/pr53084.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr53084.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr53084.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i8;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr53160.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr53160.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr53160.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i8;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr56799.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr56799.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr56799.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr57124.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr57124.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr57124.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=rematerializable_immediate;destination_home_kind=stack_slot;source_type=i32;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/rematerializable_immediate_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr57130.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr57130.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr57130.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i64;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr57131.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr57131.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr57131.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i64;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr57860.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr57860.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr57860.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i64;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr57876.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr57876.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr57876.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i64;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr58570.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr58570.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr58570.c/case.log:6-28	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=3;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i64;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr58640-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr58640-2.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr58640-2.c/case.log:6-28	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=3;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i64;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr58726.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr58726.c/case.log	prepared_module_target_shape_authority_gap	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr58726.c/case.log:6-55	select_publication_evidence=yes;event_kind=pre_terminator_copies;phase=block_entry;authority=out_of_ssa_parallel_copy;move_count=1;reason=phi_join_stack_to_stack;parallel_copy=yes;intent_status=unsupported_source_home;publication_status=available;publication_source_home_kind=stack_slot;publication_destination_home_kind=stack_slot;select_publication_rejection_reason=intent_status_unsupported_source_home	block_entry/out_of_ssa_parallel_copy/phi_join_stack_to_stack/select_publication_unsupported_source_home	prepared_select_publication_source_home_authority	Intent cannot supply a supported source home, so prepared/module publication authority is first.
src/pr58831.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr58831.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr58831.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=ptr;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr59014-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr59014-2.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr59014-2.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i64;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr59221.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr59221.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr59221.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr59747.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr59747.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr59747.c/case.log:6-27	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=3;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i64;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr61306-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr61306-2.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr61306-2.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr61517.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr61517.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr61517.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr61673.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr61673.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr61673.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i8;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr62151.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr62151.c/case.log	prepared_module_target_shape_authority_gap	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr62151.c/case.log:6-22	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=2;parallel_copy=no;reason=consumer_stack_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=stack_slot;destination_home_kind=stack_slot;destination_type=ptr;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_stack_to_stack/stack_slot_to_stack_slot	prepared_move_type_authority	Current prepared facts omit source or destination type detail required before RV64 can lower the move safely.
src/pr63302.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr63302.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr63302.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=rematerializable_immediate;destination_home_kind=stack_slot;source_type=i32;destination_type=i64;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/rematerializable_immediate_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr63659.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr63659.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr63659.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i8;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr64260.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr64260.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr64260.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i8;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr64718.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr64718.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr64718.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr64957.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr64957.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr64957.c/case.log:6-23	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=2;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr65215-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr65215-2.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr65215-2.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i64;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr65215-3.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr65215-3.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr65215-3.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i64;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr65215-5.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr65215-5.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr65215-5.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i8;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr66187.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr66187.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr66187.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr68185.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr68185.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr68185.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
