case	log	event_kind	phase	authority	parallel_copy	execution_site	destination_storage	source_storage	move_reason	move_count	first_owner	coherence_family	authority_disposition
src/pr31169.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr31169.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr32500.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr32500.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr33669.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr33669.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr33992.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr33992.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr34176.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr34176.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr34415.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr34415.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	edge_consumer_preservation_register_to_register	2	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr34768-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr34768-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr34768-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr34768-2.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr35163.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr35163.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr35800.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr35800.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr36339.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr36339.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr37573.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr37573.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr37924.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr37924.c/case.log	<not_reported>	<not_reported>	<not_reported>	<not_reported>	<not_reported>	<not_reported>	<not_reported>	select_publication_move_bundle	<not_reported>	select_publication_move_bundle_evidence_splitter	missing_case_log_detail_select_publication	ambiguous_prepared_authority_until_select_tokens_are_published
src/pr38212.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr38212.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr38819.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr38819.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr39100.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr39100.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr39233.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr39233.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr39240.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr39240.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr40386.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr40386.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr41395-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr41395-2.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr41463.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr41463.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr41750.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr41750.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr41917.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr41917.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr41919.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr41919.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr42006.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr42006.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr42142.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr42142.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr42154.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr42154.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr42512.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr42512.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr42544.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr42544.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr43438.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr43438.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr43560.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr43560.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr43835.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr43835.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr44202-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr44202-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr45034.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr45034.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr45070.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr45070.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr45262.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr45262.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	edge_consumer_preservation_register_to_register	2	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr46909-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr46909-1.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	edge_consumer_preservation_register_to_register	5	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr46909-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr46909-2.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr47148.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr47148.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr47155.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr47155.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr47299.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr47299.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr47337.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr47337.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr48197.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr48197.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr48717.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr48717.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr48809.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr48809.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	edge_consumer_preservation_register_to_register	2	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr48814-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr48814-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	3	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr48814-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr48814-2.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	3	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr49039.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr49039.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr49073.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr49073.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	3	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr49281.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr49281.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr51023.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr51023.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr51466.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr51466.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr53084.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr53084.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr53160.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr53160.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr53465.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr53465.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr54985.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr54985.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr55137.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr55137.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr55750.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr55750.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	3	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr55875.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr55875.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	3	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr56799.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr56799.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr57124.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr57124.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr57130.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr57130.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr57131.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr57131.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr57144.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr57144.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	edge_consumer_preservation_register_to_register	4	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr57829.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr57829.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr57860.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr57860.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr57861.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr57861.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr57876.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr57876.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr57877.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr57877.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr58387.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr58387.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	edge_consumer_preservation_register_to_register	2	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr58431.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr58431.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr58564.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr58564.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	edge_consumer_preservation_register_to_register	3	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr58570.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr58570.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr58640-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr58640-2.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	3	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr58726.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr58726.c/case.log	<not_reported>	<not_reported>	<not_reported>	<not_reported>	<not_reported>	<not_reported>	<not_reported>	select_publication_move_bundle	<not_reported>	select_publication_move_bundle_evidence_splitter	missing_case_log_detail_select_publication	ambiguous_prepared_authority_until_select_tokens_are_published
src/pr58831.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr58831.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr59014-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr59014-2.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr59221.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr59221.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr59358.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr59358.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr59387.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr59387.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr59747.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr59747.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	3	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr60454.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr60454.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr61306-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr61306-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr61306-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr61306-2.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr61375.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr61375.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
